"CountryCode","SeriesCode","DESCRIPTION",
"ALB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ALB","IT.NET.USER.ZS","Albanian Telecom Enterprise. From 2003: Ministry of Transport and Telecommunications. Minister of State for the Reforms and the Relation with the Parliament",
"ARE","BX.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"ARE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ARE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ARE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ARE","IT.NET.USER.ZS","Emirates Telecommunications Corporation (ETISALAT). From 2006: Telecommunications Regulatory Authority.",
"ARG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ARG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ARG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ARG","EN.ATM.CO2E.PP.GD","Data series will be calculated once ongoing revisions to official statistics reported by the National Statistics and Censuses Institute of Argentina have been finalized.",
"ARG","EN.ATM.CO2E.PP.GD.KD","Data series will be calculated once ongoing revisions to official statistics reported by the National Statistics and Censuses Institute of Argentina have been finalized.",
"ARG","IQ.SCI.MTHD","The government of Argentina has declared a state of emergency in the national statistical system on 07 January 2016. As a consequence, Argentina's Instituto Nacional de Estadística y Censos (INDEC) has temporarily suspended publication of certain official statistics under its responsibility, pending re-organization. See the following link: https://www.boletinoficial.gob.ar/pdf/linkQR/QlFlS1dmVmpOWXMrdTVReEh2ZkU0dz09. The SCI Indicator may not reflect the latest development in Argentina.",
"ARG","IQ.SCI.OVRL","The government of Argentina has declared a state of emergency in the national statistical system on 07 January 2016. As a consequence, Argentina's Instituto Nacional de Estadística y Censos (INDEC) has temporarily suspended publication of certain official statistics under its responsibility, pending re-organization. See the following link: https://www.boletinoficial.gob.ar/pdf/linkQR/QlFlS1dmVmpOWXMrdTVReEh2ZkU0dz09. The SCI Indicator may not reflect the latest development in Argentina.",
"ARG","IQ.SCI.PRDC","The government of Argentina has declared a state of emergency in the national statistical system on 07 January 2016. As a consequence, Argentina's Instituto Nacional de Estadística y Censos (INDEC) has temporarily suspended publication of certain official statistics under its responsibility, pending re-organization. See the following link: https://www.boletinoficial.gob.ar/pdf/linkQR/QlFlS1dmVmpOWXMrdTVReEh2ZkU0dz09. The SCI Indicator may not reflect the latest development in Argentina.",
"ARG","IT.NET.USER.ZS","Comisión Nacional de Comunicaciones.",
"ARG","PA.NUS.PPP","Estimates are based on regression.",
"ARG","PA.NUS.PRVT.PP","Estimates are based on regression.",
"ARG","SG.NOD.CONS","There is no nondiscrimination provision.",
"ARM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ARM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ARM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ARM","IT.NET.USER.ZS","Ministry of Transport and Communications.",
"ASM","IT.NET.USER.ZS","American Samoa Telecommunications Authority.",
"ATG","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"ATG","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"ATG","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"ATG","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd. (C&W). A.P.U.A. Telephones. Digicel.",
"AUS","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"AUS","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"AUS","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"AUS","IT.NET.USER.ZS","Australian Department of Broadband, Communications and the Digital Economy (DBCDE).",
"AUS","SG.NOD.CONS","There is no nondiscrimination provision.",
"AUS","SP.ADO.TFRT","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"AUT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"AUT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"AUT","IT.NET.USER.ZS","Until 2001: Federal Ministry for Science and Transport. Austrian Regulatory Authority for Broadcasting and Telecommunications (RTR-GmbH).",
"AUT","SG.NOD.CONS","There is no nondiscrimination provision.",
"AUT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"AUT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"AUT","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"AUT","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"AUT","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"AUT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"AZE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"AZE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"AZE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"AZE","IT.NET.USER.ZS","Ministry of Communications and Information Technologies.",
"AZE","SG.NOD.CONS","There is no nondiscrimination provision.",
"AZE","SP.ADO.TFRT","Including Nagorno-Karabakh.",
"BDI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BDI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BDI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BDI","IT.NET.USER.ZS","Until 2001: Office National des Télécommunications (ONATEL). Agence de Régulation et de Contrôle des Télécommunications.",
"BEL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BEL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BEL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BEL","IT.NET.USER.ZS","Institut belge des services postaux et des télécommunications (IBPT).",
"BEL","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEL","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEL","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEL","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEL","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEL","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BEN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BEN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BEN","IT.NET.USER.ZS","Office des Postes et Télécommunications (OPT).",
"BEN","SG.NOD.CONS","There is no nondiscrimination provision.",
"BFA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BFA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BFA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BFA","IT.NET.USER.ZS","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.",
"BGD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BGD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BGD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BGD","IT.NET.USER.ZS","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","SG.GEN.PARL.ZS","In 2004, the number of seats in parliament was raised from 300 to 345, with the addition of 45 reserved seats for women. These reserved seats were filled in September and October 2005, being allocated to political parties in proportion to their share of the national vote received in the 2001 election. 
The parliament was dissolved on 27 October 2006, in view of elections that are yet to take place. Women held 52 of the 345 seats (15%) in the outgoing parliament. 
45 reserved seats reserved for women are yet to be filled in 2008.",
"BGR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BGR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BGR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BGR","IT.NET.USER.ZS","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","SG.NOD.CONS","There is no nondiscrimination provision.",
"BGR","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BHR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BHR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BHR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BHR","IT.NET.USER.ZS","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BHS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BHS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BHS","IT.NET.USER.ZS","Batelco, Bahamas Telecommunications Corporation.",
"BIH","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BIH","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BIH","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BIH","IT.NET.USER.ZS","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H.",
"BLR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BLR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BLR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BLR","IT.NET.USER.ZS","Beltelecom. From 2003: Ministry of Communications and Informatization.",
"BLZ","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BLZ","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BLZ","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BLZ","IT.NET.USER.ZS","Belize Telecommunications Ltd (BTL).",
"BMU","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BMU","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BMU","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BMU","IT.NET.USER.ZS","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications",
"BOL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BOL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BOL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BOL","IT.NET.USER.ZS","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BRA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BRA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRA","IT.NET.USER.ZS","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BRB","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BRB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BRB","IT.NET.USER.ZS","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BRN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRN","IT.NET.USER.ZS","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","SG.NOD.CONS","There is no nondiscrimination provision.",
"BTN","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BTN","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BTN","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BTN","IT.NET.USER.ZS","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BWA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BWA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BWA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BWA","IT.NET.USER.ZS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"CAF","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"CAF","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CAF","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CAF","IT.NET.USER.ZS","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CAN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CAN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CAN","IT.NET.USER.ZS","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CHE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CHE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHE","IT.NET.USER.ZS","Swisscom. From 1999: OFCOM.",
"CHI","SP.ADO.TFRT","Refers to Guernsey, and Jersey.",
"CHL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CHL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHL","IT.NET.USER.ZS","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","SG.NOD.CONS","There is no nondiscrimination provision.",
"CHN","BX.KLT.DINV.CD.WD","Data based on BPM6.",
"CHN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CHN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHN","IT.NET.USER.ZS","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","SG.NOD.CONS","There is no nondiscrimination provision.",
"CHN","SP.ADO.TFRT","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CIV","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CIV","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CIV","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CIV","IT.NET.USER.ZS","Until 1996: Société Côte d'Ivoire-TELECOM (CI-TELCOM). Agence des Télécommunications de Côte d'Ivoire.",
"CIV","SG.NOD.CONS","There is no nondiscrimination provision.",
"CMR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CMR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CMR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CMR","IT.NET.USER.ZS","Ministère des Postes et Télécommunications. Agence de Régulation des Télécommunications.",
"CMR","SG.NOD.CONS","There is no nondiscrimination provision.",
"COG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"COG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COG","IT.NET.USER.ZS","Direction Générale de l'Administsration Centrale des Postes et Télécommunications.",
"COL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"COL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"COL","IT.NET.USER.ZS","Ministerio de Comunicaciones.",
"COM","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"COM","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"COM","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"COM","IT.NET.USER.ZS","Société Nationale des Postes et Telecommunications (SNPT). Since 2005: Comores Télécom.",
"CPV","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"CPV","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CPV","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CPV","IT.NET.USER.ZS","Cabo Verde Telecom. From 2004: Instituto das Comunicações e das Tecnologias de Informação.",
"CRI","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CRI","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CRI","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CRI","IT.NET.USER.ZS","Instituto Costarricense de Electricidad (ICE).",
"CUB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CUB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CUB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CUB","IT.NET.USER.ZS","Ministerio de la Informática y las Comunicaciones.",
"CYM","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"CYM","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CYM","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CYM","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority.",
"CYP","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CYP","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CYP","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CYP","IT.NET.USER.ZS","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation.",
"CYP","NY.GDP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GDP.PCAP.CN","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GDP.PCAP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GDP.PCAP.KD.ZG","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GDP.PCAP.KN","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GDP.PCAP.PP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GDP.PCAP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.MKTP.PC.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.MKTP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.CN","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.KD.ZG","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.KN","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.PP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","SP.ADO.TFRT","Including Northern-Cyprus.",
