"CountryCode","SeriesCode","DESCRIPTION",
"GBR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GBR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GBR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GBR","IS.RRS.GOOD.MT.K6","Source: OECD",
"GBR","IS.RRS.PASG.KM","Source: OECD",
"GBR","IT.NET.USER.ZS","Office of Communications (Ofcom).",
"GBR","SG.NOD.CONS","There is no nondiscrimination provision.",
"GBR","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GBR","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GEO","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GEO","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GEO","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GEO","IS.RRS.GOOD.MT.K6","Source: OECD",
"GEO","IS.RRS.PASG.KM","Source: OECD",
"GEO","IT.NET.USER.ZS","Ministry of Communications, From 2001: Georgian National Communications Commission (GNCC).",
"GEO","NY.GDP.PCAP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.CN","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.KD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.KD.ZG","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.KN","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.PP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.PP.KD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.MKTP.PC.CD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.CN","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.KD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.KD.ZG","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.KN","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.PP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","SG.GEN.PARL.ZS","Elections were held in November 2003. However, on 25 November 2003, the election results were annuled by the Supreme Court of Georgia. New elections will be held in March 2004.",
"GEO","SG.NOD.CONS","There is no nondiscrimination provision.",
"GEO","SP.ADO.TFRT","Including Abkhazia and South Ossetia.",
"GHA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GHA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GHA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GHA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"GHA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"GHA","IT.NET.USER.ZS","Ghana Telecom. From 2002: National Communications Authority (NCA).",
"GIB","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GIB","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GIB","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GIB","IT.NET.USER.ZS","Gibtelecom. Gibraltar Regulatory Authority./",
"GIN","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"GIN","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GIN","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GIN","IT.NET.USER.ZS","Société des Télécommunications de Guinée (SOTELGUI). Ministère de la Communication et des Nouvelles Technologies de l'Information.",
"GIN","SG.GEN.PARL.ZS","The parliament was dissolved following the December 2008 coup",
"GIN","SG.NOD.CONS","There is no nondiscrimination provision.",
"GMB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"GMB","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GMB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GMB","IT.NET.USER.ZS","Gambia Telecommunications Co. Ltd (GAMTEL). From 2005: The Gambia Public Utilities Regulatory Authority.",
"GNB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"GNB","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GNB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GNB","IT.NET.USER.ZS","Until 2001: Ministério dos Transportes e Comunicações. Instituto das Comunicações da Guiné-Bissau.",
"GNQ","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"GNQ","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GNQ","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GNQ","IT.NET.USER.ZS","Until 2001: Ministerio de Transportes, Información y Comunicaciones. La Société Anonyme de Télécommunications de la République de Guinée Equatoriale (GETESA).",
"GRC","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GRC","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GRC","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GRC","IS.RRS.GOOD.MT.K6","Source: OECD",
"GRC","IS.RRS.PASG.KM","Source: OECD",
"GRC","IT.NET.USER.ZS","Hellenic Telecommunications & Post Commission (EETT).",
"GRC","SG.NOD.CONS","There is no nondiscrimination provision.",
"GRC","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GRC","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GRC","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GRC","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GRC","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GRC","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"GRD","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"GRD","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GRD","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GRD","IT.NET.USER.ZS","Cable and Wireless (WI).",
"GRL","IT.NET.USER.ZS","Tele Greenland A/S.",
"GTM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"GTM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GTM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"GTM","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"GTM","IT.NET.USER.ZS","Until 1998: Empresa Guatemalteca de Telecomunicaciones. Superintendencia de Telecomunicaciones de Guatemala (SIT).",
"GTM","SG.NOD.CONS","There is no nondiscrimination provision.",
"GUM","IT.NET.USER.ZS","Guam Telephone Authority.",
"GUY","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"GUY","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GUY","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"GUY","IT.NET.USER.ZS","Guyana Telephone and Telegraph Company Ltd. From 2000: National Frequency Management Unit.",
"GUY","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"GUY","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"GUY","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"GUY","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"GUY","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"GUY","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"GUY","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"GUY","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"HIC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HIC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HIC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HIC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HIC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HIC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"HKG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HKG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HKG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HKG","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"HKG","IT.NET.USER.ZS","Office of the Telecommunications Authority (OFTA).",
"HKG","SG.NOD.CONS","There is no nondiscrimination provision.",
"HND","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HND","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HND","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HND","IT.NET.USER.ZS","Until 2001: Empresa Hondureña de Telecomunicaciones (HONDUTEL). Comisión Nacional de Telecomunicaciones (CONATEL).",
"HRV","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HRV","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HRV","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HRV","IS.RRS.GOOD.MT.K6","Source: OECD",
"HRV","IS.RRS.PASG.KM","Source: OECD",
"HRV","IT.NET.USER.ZS","Croatian Post and Telecommunications (HPT). From 2002: Croatian Telecommunication Agency.",
"HRV","SG.NOD.CONS","There is no nondiscrimination provision.",
"HTI","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HTI","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HTI","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HTI","IT.NET.USER.ZS","Conseil National des Télécommunications (CONATEL).",
"HTI","SG.NOD.CONS","There is no nondiscrimination provision.",
"HUN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HUN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HUN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HUN","IS.RRS.GOOD.MT.K6","Source: OECD",
"HUN","IS.RRS.PASG.KM","Source: OECD",
"HUN","IT.NET.USER.ZS","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IDN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IDN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IDN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IDN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"IDN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"IDN","IT.NET.USER.ZS","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IND","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IND","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IND","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IND","IS.RRS.GOOD.MT.K6","Source: OECD",
"IND","IS.RRS.PASG.KM","Source: OECD",
"IND","IT.NET.USER.ZS","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IRL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IRL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRL","IS.RRS.GOOD.MT.K6","Source: OECD",
"IRL","IS.RRS.PASG.KM","Source: OECD",
"IRL","IT.NET.USER.ZS","Commission for Communications Regulation.",
"IRL","SG.NOD.CONS","There is no nondiscrimination provision.",
"IRL","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IRN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"IRN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"IRN","IT.NET.USER.ZS","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","SG.NOD.CONS","There is no nondiscrimination provision.",
"IRQ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IRQ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRQ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRQ","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"IRQ","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"IRQ","IT.NET.USER.ZS","Ministry of Planning & Cooperation Development. Ministry of Communications",
"ISL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ISL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ISL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ISL","IS.RRS.GOOD.MT.K6","Source: OECD",
"ISL","IS.RRS.PASG.KM","Source: OECD",
"ISL","IT.NET.USER.ZS","Iceland Telecom Ltd. From 2004: Post and Telecom Administration.",
"ISL","SG.NOD.CONS","There is no nondiscrimination provision.",
"ISR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ISR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ISR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ISR","IS.RRS.GOOD.MT.K6","Source: OECD",
"ISR","IS.RRS.PASG.KM","Source: OECD",
"ISR","IT.NET.USER.ZS","The Israel Telecommunication Corp. (Bezeq), From 1998: Ministry of Communications.",
"ISR","SG.NOD.CONS","There is no nondiscrimination provision.",
"ITA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"ITA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ITA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"ITA","IS.RRS.GOOD.MT.K6","Source: OECD",
"ITA","IS.RRS.PASG.KM","Source: OECD",
"ITA","IT.NET.USER.ZS","Telecom Italia. Ministry of ECONOMIC DEVELOPMENT - Communications",
"ITA","SG.NOD.CONS","There is no nondiscrimination provision.",
"ITA","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ITA","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ITA","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ITA","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ITA","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"ITA","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"JAM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"JAM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"JAM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"JAM","IT.NET.USER.ZS","Cable & Wireless. From 2002: Office of Utilities Regulation.",
"JOR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"JOR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"JOR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"JOR","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"JOR","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"JOR","IT.NET.USER.ZS","Jordan Telecom. From 1999: Telecommunications Regulatory Commission.",
"JPN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"JPN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"JPN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"JPN","IS.RRS.GOOD.MT.K6","Source: OECD",
"JPN","IS.RRS.PASG.KM","Source: OECD",
"JPN","IT.NET.USER.ZS","Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA).",
"KAZ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KAZ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KAZ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KAZ","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"KAZ","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"KAZ","IT.NET.USER.ZS","Ministry of Transport and Communications. Ministry for Communications and Information of Republic of Kazakhstan",
"KAZ","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.",
"KEN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KEN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KEN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KEN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"KEN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"KEN","IT.NET.USER.ZS","Kenya Posts and Telecommunications Corporation. From 1999: Communications Commission of Kenya (CCK).",
"KEN","SG.GEN.PARL.ZS","Situation for 1 January 2008 for directly elected members endorsed by the electoral commission. The additional twelve appointed seats and two ex-officio seats had yet to be filled.",
"KGZ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KGZ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KGZ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KGZ","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"KGZ","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"KGZ","IT.NET.USER.ZS","Kyrgyz Telecom. Ministry of Transport and Communications. From 2005: National Communications Agency.",
"KHM","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KHM","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KHM","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KHM","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"KHM","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"KHM","IT.NET.USER.ZS","Ministry of Post and Telecommunications (MPTC).",
"KIR","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"KIR","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"KIR","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"KIR","IT.NET.USER.ZS","Telecom Services Kiribati Limited (TSKL). Telecommunications Authority of Kiribati",
"KNA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"KNA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"KNA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"KNA","IT.NET.USER.ZS","Cable & Wireless St. Kitts & Nevis. Ministry of Communications, Works, Utilities, Posts and Telegraph. Ministry of International Trade, Labour, Social Security, oTelecommunications and Technology",
"KOR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KOR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KOR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
