ref_area,indicator,source,time,obs_value,obs_status
ARG,LAP_2GDP_NOC_RT,XA:1868,2005,40.6,
ARG,LAP_2GDP_NOC_RT,XA:1868,2006,41.5,
ARG,LAP_2GDP_NOC_RT,XA:1868,2007,42.4,
ARG,LAP_2GDP_NOC_RT,XA:1868,2008,45.9,
ARG,LAP_2GDP_NOC_RT,XA:1868,2009,50.2,
ARG,LAP_2GDP_NOC_RT,XA:1868,2010,49.3,
ARG,LAP_2GDP_NOC_RT,XA:1868,2011,52.3,
ARG,LAP_2GDP_NOC_RT,XA:1868,2012,57,
ARG,LAP_2GDP_NOC_RT,XA:1868,2013,58.9,
ARG,LAP_2GDP_NOC_RT,XA:1868,2014,60,M
ARG,LAP_2GDP_NOC_RT,XA:1868,2015,59.1,M
ARG,LAP_2GDP_NOC_RT,XA:1868,2016,60.1,M
ARG,LAP_2GDP_NOC_RT,XA:1868,2017,58.5,M
ARM,LAP_2GDP_NOC_RT,XA:1931,2004,54,M
ARM,LAP_2GDP_NOC_RT,XA:1931,2005,53.1,M
ARM,LAP_2GDP_NOC_RT,XA:1931,2006,51.9,M
ARM,LAP_2GDP_NOC_RT,XA:1931,2007,50.3,M
ARM,LAP_2GDP_NOC_RT,XA:1931,2008,48.6,M
ARM,LAP_2GDP_NOC_RT,XA:1931,2009,50.4,M
ARM,LAP_2GDP_NOC_RT,XA:1931,2010,48.9,M
ARM,LAP_2GDP_NOC_RT,XA:1931,2011,49,M
ARM,LAP_2GDP_NOC_RT,XA:1931,2012,47,M
ARM,LAP_2GDP_NOC_RT,XA:1931,2013,45.8,M
ARM,LAP_2GDP_NOC_RT,XA:1931,2014,47.6,
ARM,LAP_2GDP_NOC_RT,XA:1931,2015,47.2,
ARM,LAP_2GDP_NOC_RT,XA:1931,2016,46.6,M
ARM,LAP_2GDP_NOC_RT,XA:1931,2017,46.3,M
AUS,LAP_2GDP_NOC_RT,XA:2202,2004,59.9,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2005,59.5,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2006,59.2,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2007,59,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2008,57.4,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2009,57.7,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2010,57.9,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2011,58,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2012,58.2,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2013,57.7,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2014,58.6,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2015,59,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2016,57,I
AUS,LAP_2GDP_NOC_RT,XA:2202,2017,57.2,I
AUT,LAP_2GDP_NOC_RT,XA:2089,2004,60.3,M
AUT,LAP_2GDP_NOC_RT,XA:2089,2005,59.7,
AUT,LAP_2GDP_NOC_RT,XA:2089,2006,58.6,
AUT,LAP_2GDP_NOC_RT,XA:2089,2007,57.2,M
AUT,LAP_2GDP_NOC_RT,XA:2089,2008,57,
AUT,LAP_2GDP_NOC_RT,XA:2089,2009,59.4,
AUT,LAP_2GDP_NOC_RT,XA:2089,2010,58.5,
AUT,LAP_2GDP_NOC_RT,XA:2089,2011,57.4,
AUT,LAP_2GDP_NOC_RT,XA:2089,2012,57.9,
AUT,LAP_2GDP_NOC_RT,XA:2089,2013,57.9,
AUT,LAP_2GDP_NOC_RT,XA:2089,2014,60.8,
AUT,LAP_2GDP_NOC_RT,XA:2089,2015,58.9,
AUT,LAP_2GDP_NOC_RT,XA:2089,2016,61.8,
AUT,LAP_2GDP_NOC_RT,XA:2089,2017,60.9,M
AZE,LAP_2GDP_NOC_RT,XA:2121,2004,46.5,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2005,44.4,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2006,43.1,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2007,37.4,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2008,35,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2009,43.2,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2010,40.4,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2011,37.3,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2012,39,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2013,41.6,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2014,43.6,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2015,52,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2016,51.3,I
AZE,LAP_2GDP_NOC_RT,XA:2121,2017,51.2,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2004,56.5,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2005,56.2,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2006,56,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2007,56.4,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2008,56.1,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2009,56.3,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2010,56,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2011,56.2,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2012,56,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2013,55.7,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2014,55.9,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2015,57.8,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2016,57.2,I
BDI,LAP_2GDP_NOC_RT,XA:2153,2017,57,I
BEL,LAP_2GDP_NOC_RT,XA:2185,2004,64,M
BEL,LAP_2GDP_NOC_RT,XA:2185,2005,64.1,M
BEL,LAP_2GDP_NOC_RT,XA:2185,2006,64,
BEL,LAP_2GDP_NOC_RT,XA:2185,2007,64.7,
BEL,LAP_2GDP_NOC_RT,XA:2185,2008,64.5,
BEL,LAP_2GDP_NOC_RT,XA:2185,2009,65.2,
BEL,LAP_2GDP_NOC_RT,XA:2185,2010,64.3,
BEL,LAP_2GDP_NOC_RT,XA:2185,2011,64.6,
BEL,LAP_2GDP_NOC_RT,XA:2185,2012,65.6,
BEL,LAP_2GDP_NOC_RT,XA:2185,2013,67,
BEL,LAP_2GDP_NOC_RT,XA:2185,2014,64.7,
BEL,LAP_2GDP_NOC_RT,XA:2185,2015,64.3,
BEL,LAP_2GDP_NOC_RT,XA:2185,2016,62.7,
BEL,LAP_2GDP_NOC_RT,XA:2185,2017,62.5,M
BEN,LAP_2GDP_NOC_RT,XA:2018,2004,48.2,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2005,49.3,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2006,48.3,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2007,47.5,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2008,47.9,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2009,49,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2010,49.1,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2011,48.7,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2012,47.8,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2013,46.6,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2014,46.8,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2015,48.4,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2016,47.5,I
BEN,LAP_2GDP_NOC_RT,XA:2018,2017,46.6,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2004,48.8,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2005,48.4,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2006,47.7,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2007,46.3,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2008,45.1,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2009,45.2,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2010,44.6,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2011,43.7,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2012,43.6,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2013,45.7,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2014,48,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2015,49.8,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2016,48.9,I
BFA,LAP_2GDP_NOC_RT,XA:2034,2017,48.5,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2004,45.4,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2005,45.1,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2006,44.5,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2007,44.5,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2008,45.1,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2009,45,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2010,44.2,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2011,43.7,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2012,43.7,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2013,43.7,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2014,43.3,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2015,42.8,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2016,42.4,I
BGD,LAP_2GDP_NOC_RT,XA:1939,2017,42.2,I
BGR,LAP_2GDP_NOC_RT,XA:2203,2004,43.3,M
BGR,LAP_2GDP_NOC_RT,XA:2203,2005,42.4,M
BGR,LAP_2GDP_NOC_RT,XA:2203,2006,41,M
BGR,LAP_2GDP_NOC_RT,XA:2203,2007,40.2,M
BGR,LAP_2GDP_NOC_RT,XA:2203,2008,41.5,
BGR,LAP_2GDP_NOC_RT,XA:2203,2009,43.3,M
BGR,LAP_2GDP_NOC_RT,XA:2203,2010,44.3,M
BGR,LAP_2GDP_NOC_RT,XA:2203,2011,42.5,
BGR,LAP_2GDP_NOC_RT,XA:2203,2012,45.6,
BGR,LAP_2GDP_NOC_RT,XA:2203,2013,49.8,
BGR,LAP_2GDP_NOC_RT,XA:2203,2014,50.7,
BGR,LAP_2GDP_NOC_RT,XA:2203,2015,50.7,M
BGR,LAP_2GDP_NOC_RT,XA:2203,2016,51.4,
BGR,LAP_2GDP_NOC_RT,XA:2203,2017,51.4,M
BHR,LAP_2GDP_NOC_RT,XA:2081,2004,29.8,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2005,27.1,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2006,25.8,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2007,26.8,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2008,26,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2009,30.6,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2010,29.6,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2011,27.8,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2012,29.4,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2013,29,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2014,29.7,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2015,30.3,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2016,30.1,I
BHR,LAP_2GDP_NOC_RT,XA:2081,2017,30,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2004,58.6,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2005,57.8,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2006,58,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2007,58.2,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2008,59.3,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2009,59.8,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2010,58.2,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2011,58.5,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2012,57.8,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2013,58.8,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2014,58.7,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2015,58.4,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2016,59.2,I
BHS,LAP_2GDP_NOC_RT,XA:2097,2017,58.3,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2004,43.1,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2005,43.1,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2006,42.9,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2007,42.7,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2008,42.7,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2009,42.7,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2010,42.4,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2011,42.2,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2012,42.7,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2013,42,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2014,41.7,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2015,41.6,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2016,41.6,I
BIH,LAP_2GDP_NOC_RT,XA:2113,2017,41.7,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2004,44.7,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2005,46.6,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2006,48.4,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2007,47.1,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2008,45.7,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2009,48.3,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2010,50.1,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2011,42.7,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2012,45.4,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2013,52.9,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2014,51.7,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2015,50,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2016,49.5,I
BLR,LAP_2GDP_NOC_RT,XA:2129,2017,49,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2004,48.5,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2005,48.9,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2006,48.5,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2007,49.2,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2008,48.8,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2009,49.3,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2010,48.8,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2011,49.1,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2012,48.8,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2013,49.4,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2014,48.8,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2015,48.9,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2016,49.7,I
BLZ,LAP_2GDP_NOC_RT,XA:2145,2017,50,I
BOL,LAP_2GDP_NOC_RT,XA:1907,2004,60.2,M
BOL,LAP_2GDP_NOC_RT,XA:1907,2005,57.9,M
BOL,LAP_2GDP_NOC_RT,XA:1907,2006,50.5,M
BOL,LAP_2GDP_NOC_RT,XA:1907,2007,48.2,M
BOL,LAP_2GDP_NOC_RT,XA:1907,2008,45.2,
BOL,LAP_2GDP_NOC_RT,XA:1907,2009,48,
BOL,LAP_2GDP_NOC_RT,XA:1907,2010,46.2,M
BOL,LAP_2GDP_NOC_RT,XA:1907,2011,46.1,
BOL,LAP_2GDP_NOC_RT,XA:1907,2012,45.4,
BOL,LAP_2GDP_NOC_RT,XA:1907,2013,45,
BOL,LAP_2GDP_NOC_RT,XA:1907,2014,49.9,
BOL,LAP_2GDP_NOC_RT,XA:1907,2015,53.5,
BOL,LAP_2GDP_NOC_RT,XA:1907,2016,54,M
BOL,LAP_2GDP_NOC_RT,XA:1907,2017,54.4,M
BRA,LAP_2GDP_NOC_RT,XA:2002,2004,56.1,
BRA,LAP_2GDP_NOC_RT,XA:2002,2005,56.9,
BRA,LAP_2GDP_NOC_RT,XA:2002,2006,58.2,
BRA,LAP_2GDP_NOC_RT,XA:2002,2007,56.8,
BRA,LAP_2GDP_NOC_RT,XA:2002,2008,57.5,
BRA,LAP_2GDP_NOC_RT,XA:2002,2009,59.3,
BRA,LAP_2GDP_NOC_RT,XA:2002,2010,57.9,M
BRA,LAP_2GDP_NOC_RT,XA:2002,2011,58.3,
BRA,LAP_2GDP_NOC_RT,XA:2002,2012,58.1,
BRA,LAP_2GDP_NOC_RT,XA:2002,2013,59.2,
BRA,LAP_2GDP_NOC_RT,XA:2002,2014,59.4,
BRA,LAP_2GDP_NOC_RT,XA:2002,2015,61.9,
BRA,LAP_2GDP_NOC_RT,XA:2002,2016,61.6,M
BRA,LAP_2GDP_NOC_RT,XA:2002,2017,60.4,M
BRB,LAP_2GDP_NOC_RT,XA:2193,2004,57.5,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2005,56.8,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2006,56.4,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2007,57.5,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2008,57.8,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2009,59.5,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2010,58.8,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2011,58.4,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2012,58.2,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2013,58.6,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2014,58.3,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2015,57.6,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2016,57.6,I
BRB,LAP_2GDP_NOC_RT,XA:2193,2017,58.3,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2004,47.6,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2005,47.7,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2006,46.5,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2007,47.8,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2008,48.4,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2009,48.4,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2010,47.1,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2011,46.8,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2012,47.7,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2013,48.6,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2014,48.8,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2015,48.2,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2016,48.9,I
BRN,LAP_2GDP_NOC_RT,XA:2014,2017,47.9,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2004,45.7,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2005,45.5,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2006,45.1,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2007,42.7,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2008,43.1,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2009,44.5,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2010,43,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2011,43.8,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2012,44.8,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2013,45.8,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2014,45.8,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2015,45.9,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2016,45.4,I
BTN,LAP_2GDP_NOC_RT,XA:1872,2017,45.2,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2004,46.2,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2005,45.8,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2006,45,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2007,45,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2008,45.4,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2009,48.4,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2010,45,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2011,45.4,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2012,45.8,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2013,44.3,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2014,45.8,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2015,47,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2016,45.8,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2017,46.2,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2004,55.5,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2005,55.5,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2006,55.2,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2007,55.2,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2008,55.4,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2009,55.5,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2010,55.3,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2011,55.3,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2012,55.2,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2013,59.5,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2014,55.8,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2015,55.4,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2016,55.4,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2017,55.3,I
CAN,LAP_2GDP_NOC_RT,XA:1935,2004,60.9,
CAN,LAP_2GDP_NOC_RT,XA:1935,2005,60.3,
CAN,LAP_2GDP_NOC_RT,XA:1935,2006,60.6,
CAN,LAP_2GDP_NOC_RT,XA:1935,2007,61.4,
CAN,LAP_2GDP_NOC_RT,XA:1935,2008,61,
CAN,LAP_2GDP_NOC_RT,XA:1935,2009,63.9,
CAN,LAP_2GDP_NOC_RT,XA:1935,2010,61.8,
CAN,LAP_2GDP_NOC_RT,XA:1935,2011,60.7,
CAN,LAP_2GDP_NOC_RT,XA:1935,2012,61.6,
CAN,LAP_2GDP_NOC_RT,XA:1935,2013,61.7,
CAN,LAP_2GDP_NOC_RT,XA:1935,2014,60.7,
CAN,LAP_2GDP_NOC_RT,XA:1935,2015,62.4,
CAN,LAP_2GDP_NOC_RT,XA:1935,2016,62.1,
CAN,LAP_2GDP_NOC_RT,XA:1935,2017,61,
CHA,LAP_2GDP_NOC_RT,XA:2232,2004,55.4,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2005,56,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2006,55.6,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2007,55.8,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2008,57.4,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2009,59.7,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2010,56.4,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2011,56.5,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2012,57.3,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2013,57.1,I
