"LFS_COUNTRY","Country","PROG","Programmes","MEAS","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","20","Training","EXP","Public expenditure, national currency units","A","Annual","2012","2012",106,,
"AUS","Australia","20","Training","EXP","Public expenditure, national currency units","A","Annual","2013","2013",117,,
"AUS","Australia","20","Training","EXP","Public expenditure, national currency units","A","Annual","2014","2014",131.513,,
"AUS","Australia","20","Training","EXP","Public expenditure, national currency units","A","Annual","2015","2015",126.946,,
"AUS","Australia","20","Training","EXP","Public expenditure, national currency units","A","Annual","2016","2016",133,,
"AUS","Australia","20","Training","EXP","Public expenditure, national currency units","A","Annual","2017","2017",134.173,,
"AUS","Australia","20","Training","EXP","Public expenditure, national currency units","A","Annual","2018","2018",135.8,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.01,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.03,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.03,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.02,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.02,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.01,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.01,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.01,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.01,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.01,,
"AUS","Australia","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.01,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2004","2004",92.805,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2005","2005",99.3796,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2006","2006",90.082,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2007","2007",122.774,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2008","2008",131.214,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2009","2009",149.949,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2010","2010",168.317174,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2011","2011",189.096385,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2012","2012",194,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2013","2013",112,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2014","2014",85.85,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2015","2015",86.18,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2016","2016",130,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2017","2017",360,,
"AUS","Australia","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2018","2018",312.979,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.01,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.02,,
"AUS","Australia","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.02,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2004","2004",465.81,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2005","2005",517.959558,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2006","2006",571.072847,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2007","2007",675.590124,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2008","2008",762,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2009","2009",892.746,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2010","2010",958,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2011","2011",1077.7,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2012","2012",1020,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2013","2013",966,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2014","2014",1016.1,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2015","2015",994.2,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2016","2016",985,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2017","2017",974.9,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2018","2018",1078.98,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.05,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.05,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.05,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.06,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.06,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.07,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.07,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.07,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.07,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.06,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.06,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.06,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.06,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.05,,
"AUS","Australia","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.06,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2004","2004",767.80159,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2005","2005",767.40076,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2006","2006",705.167063,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2007","2007",599.075684,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2008","2008",558.54528,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2009","2009",508.304519,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2010","2010",437.850367,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2011","2011",306.5864615,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2012","2012",182,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2013","2013",50,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2014","2014",39.48,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2015","2015",169.8,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2016","2016",135,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2017","2017",85,,
"AUS","Australia","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2018","2018",58,,
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.08,,
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.08,,
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.06,,
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.05,,
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.04,,
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.04,,
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.03,,
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.02,,
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.01,,
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.01,,
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"AUS","Australia","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2004","2004",89,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2005","2005",94.363142,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2006","2006",103.48594,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2007","2007",102.248,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2008","2008",99.89,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2009","2009",94.87,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2010","2010",92.1,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2011","2011",97.7,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2012","2012",127,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2013","2013",101,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2014","2014",106,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2015","2015",68.7,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2016","2016",85,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2017","2017",92,,
"AUS","Australia","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2018","2018",98,,
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.01,,
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.01,,
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.01,,
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.01,,
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"AUS","Australia","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.01,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2004","2004",5719.262,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2005","2005",5446.806717,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2006","2006",5261.764368,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2007","2007",4804.072,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2008","2008",5594,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2009","2009",7043.021306,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2010","2010",7046.624334,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2011","2011",7557.948,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2012","2012",8682,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2013","2013",10094.534,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2014","2014",11018.63,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2015","2015",11240.64,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2016","2016",11164,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2017","2017",11363,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXP","Public expenditure, national currency units","A","Annual","2018","2018",10723,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.62,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.55,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.48,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.41,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.44,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.54,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.5,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.5,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.57,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.63,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.68,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.68,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.63,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.61,,
"AUS","Australia","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.55,,
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2004","2004",0.451,,
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2005","2005",0.9444,,
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2006","2006",1.215,,
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2008","2008",1.973,,
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXP","Public expenditure, national currency units","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"AUS","Australia","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
